beneficiary_id,name,age_group,age_months,gender,region,meals_per_day,food_diversity_score,protein_intake_g,calorie_intake_kcal,attendance_rate,days_since_last_check,risk_score,risk_category,last_updated
BEN02757,Aditya Singh,6-12 years,123,Male,Jharkhand,1,2,21.5,1000.0,0.4,43,100.0,High,2025-12-14 16:06:13
BEN02758,Shaurya Joshi,6-12 years,108,Male,Assam,1,3,27.2,1157.0,0.45,3,94.9,High,2025-12-11 16:06:13
BEN02759,Ishaan Yadav,6-12 years,103,Male,Rajasthan,2,1,16.7,1324.0,0.68,18,100.0,High,2025-12-14 16:06:13
BEN02760,Syed Sharma,0-2 years,14,Male,Telangana,2,2,10.4,997.0,0.36,32,97.0,High,2025-12-14 16:06:13
BEN02761,Arjun Reddy,6-12 years,111,Male,Assam,3,6,44.1,1744.0,0.78,32,22.8,Low,2025-12-11 16:06:13
BEN02762,Dhruv Sharma,13-18 years,208,Male,Rajasthan,3,5,35.6,2008.0,1.0,22,35.2,Medium,2025-12-16 16:06:13
BEN02763,Reyansh Singh,6-12 years,98,Male,Assam,2,2,12.4,1303.0,0.38,29,100.0,High,2025-12-06 16:06:13
BEN02764,Sara Pandey,13-18 years,190,Female,Rajasthan,3,6,47.6,1833.0,0.87,33,18.9,Low,2025-12-31 16:06:13
BEN02765,Pihu Rao,0-2 years,17,Female,Odisha,2,3,26.4,996.0,0.42,27,92.9,High,2026-01-03 16:06:13
BEN02766,Sara Mehta,6-12 years,89,Female,Punjab,3,7,48.5,1822.0,0.95,33,6.8,Low,2025-12-22 16:06:13
BEN02767,Zoya Nair,0-2 years,9,Female,Telangana,3,5,45.5,1892.0,0.81,16,30.3,Medium,2025-12-07 16:06:13
BEN02768,Ananya Desai,0-2 years,18,Female,Assam,1,3,24.1,1196.0,0.45,10,86.4,High,2025-12-12 16:06:13
BEN02769,Zoya Patel,3-5 years,56,Female,Karnataka,4,4,47.6,1797.0,0.97,30,25.6,Low,2025-12-13 16:06:13
BEN02770,Arjun Iyer,13-18 years,169,Male,Tamil Nadu,2,7,48.6,2156.0,0.76,22,19.5,Low,2025-12-30 16:06:13
BEN02771,Aryan Iyer,13-18 years,162,Male,Karnataka,2,4,42.6,1862.0,0.94,29,56.8,Medium,2025-12-27 16:06:13
BEN02772,Pranav Gupta,0-2 years,10,Male,Jammu and Kashmir,1,1,24.6,953.0,0.37,38,100.0,High,2025-12-12 16:06:13
BEN02773,Saanvi Joshi,13-18 years,157,Female,Jharkhand,3,6,53.6,2152.0,0.79,44,25.5,Low,2025-12-10 16:06:13
BEN02774,Aryan Iyer,3-5 years,58,Male,Odisha,3,7,53.4,1847.0,0.87,11,9.0,Low,2025-12-06 16:06:13
BEN02775,Siya Shah,13-18 years,186,Female,Chhattisgarh,4,5,53.9,1820.0,0.94,0,17.1,Low,2026-01-02 16:06:13
BEN02776,Myra Shah,3-5 years,60,Female,Telangana,3,4,58.3,1576.0,0.77,35,33.0,Medium,2025-12-11 16:06:13
BEN02777,Pari Verma,3-5 years,41,Female,NCT Delhi,3,5,49.6,2052.0,0.86,39,32.0,Medium,2025-12-28 16:06:13
BEN02778,Zoya Rao,3-5 years,40,Female,Tamil Nadu,3,6,41.1,1968.0,0.97,27,11.5,Low,2025-12-22 16:06:13
BEN02779,Riya Reddy,0-2 years,2,Female,Gujarat,3,3,21.9,1305.0,0.32,15,63.5,High,2025-12-07 16:06:13
BEN02780,Arnav Iyer,0-2 years,21,Male,West Bengal,2,2,26.2,1277.0,0.58,18,85.7,High,2025-12-24 16:06:13
BEN02781,Syed Rao,6-12 years,96,Male,Andhra Pradesh,3,7,48.7,1852.0,0.82,17,10.1,Low,2025-12-15 16:06:13
BEN02782,Aaradhya Sharma,6-12 years,96,Female,Karnataka,3,7,46.5,1625.0,0.79,29,17.2,Low,2025-12-18 16:06:13
BEN02783,Aryan Singh,0-2 years,15,Male,Odisha,2,3,20.9,854.0,0.49,0,89.2,High,2025-12-24 16:06:13
BEN02784,Avni Iyer,3-5 years,57,Female,Kerala,2,7,59.2,1946.0,0.84,43,34.3,Medium,2025-12-16 16:06:13
BEN02785,Arjun Joshi,0-2 years,13,Male,Chhattisgarh,3,5,40.4,1903.0,0.79,0,36.8,Medium,2025-12-23 16:06:13
BEN02786,Avni Nair,0-2 years,14,Female,Rajasthan,2,7,56.9,1523.0,0.83,7,21.2,Low,2025-12-27 16:06:13
BEN02787,Dhruv Das,6-12 years,136,Male,Odisha,2,3,15.7,1332.0,0.32,7,97.2,High,2025-12-17 16:06:13
BEN02788,Advaith Rao,0-2 years,15,Male,Jharkhand,1,2,16.5,911.0,0.69,11,80.8,High,2026-01-01 16:06:13
BEN02789,Aarav Shah,6-12 years,129,Male,Jharkhand,3,4,45.7,2065.0,0.98,19,27.5,Low,2025-12-26 16:06:13
BEN02790,Zoya Das,0-2 years,2,Female,Karnataka,2,3,15.5,1365.0,0.33,38,86.9,High,2025-12-16 16:06:13
BEN02791,Myra Chopra,3-5 years,59,Female,Andhra Pradesh,3,6,42.2,1981.0,0.8,21,18.9,Low,2025-12-17 16:06:13
BEN02792,Syed Verma,0-2 years,18,Male,Karnataka,1,3,26.8,1383.0,0.58,9,72.8,High,2025-12-20 16:06:13
BEN02793,Ved Nair,3-5 years,40,Male,Gujarat,2,4,54.2,2174.0,0.9,16,40.9,Medium,2025-12-30 16:06:13
BEN02794,Aryan Chopra,3-5 years,39,Male,Rajasthan,3,3,12.5,1383.0,0.6,4,57.8,Medium,2025-12-18 16:06:13
BEN02795,Vivaan Rao,0-2 years,4,Male,Bihar,2,7,37.1,2106.0,0.76,14,39.1,Medium,2025-12-11 16:06:13
BEN02796,Aditi Kumar,13-18 years,178,Female,Tamil Nadu,3,5,48.9,1892.0,0.94,8,24.6,Low,2025-12-28 16:06:13
BEN02797,Siya Khan,3-5 years,59,Female,Odisha,2,5,54.6,1642.0,0.99,17,39.2,Medium,2025-12-18 16:06:13
BEN02798,Reyansh Kumar,3-5 years,39,Male,Gujarat,3,2,12.8,1066.0,0.42,18,78.5,High,2025-12-29 16:06:13
BEN02799,Reyansh Verma,6-12 years,137,Male,Rajasthan,3,7,45.6,2025.0,0.81,2,10.3,Low,2025-12-16 16:06:13
BEN02800,Dhruv Chopra,3-5 years,44,Male,Odisha,2,2,19.9,1194.0,0.31,28,100.0,High,2025-12-20 16:06:13
BEN02801,Pari Chopra,3-5 years,45,Female,Maharashtra,3,4,59.9,1996.0,0.81,0,24.5,Low,2026-01-01 16:06:13
BEN02802,Muhammad Chopra,6-12 years,103,Male,Telangana,3,6,50.1,2061.0,0.86,33,21.1,Low,2025-12-16 16:06:13
BEN02803,Aarav Iyer,0-2 years,1,Male,Karnataka,2,1,25.4,1331.0,0.59,29,96.2,High,2025-12-24 16:06:13
BEN02804,Aarav Kumar,3-5 years,40,Male,Punjab,3,7,48.9,1856.0,0.88,41,9.7,Low,2025-12-27 16:06:13
BEN02805,Myra Verma,6-12 years,123,Female,Jharkhand,3,7,48.9,1530.0,0.85,26,17.7,Low,2025-12-25 16:06:13
BEN02806,Anika Mehta,0-2 years,9,Female,Kerala,4,7,35.2,1956.0,0.91,39,15.0,Low,2025-12-25 16:06:13
BEN02807,Sai Shah,0-2 years,17,Male,Odisha,2,3,14.8,1388.0,0.46,41,90.5,High,2025-12-06 16:06:13
BEN02808,Atharva Yadav,3-5 years,44,Male,Karnataka,2,5,36.0,1574.0,0.9,6,53.0,Medium,2025-12-06 16:06:13
BEN02809,Navya Sharma,6-12 years,76,Female,Haryana,4,6,44.7,2018.0,0.89,40,8.1,Low,2025-12-17 16:06:13
BEN02810,Diya Kumar,13-18 years,166,Female,Tamil Nadu,4,6,43.6,1861.0,0.97,25,9.5,Low,2025-12-10 16:06:13
BEN02811,Shaurya Malhotra,6-12 years,95,Male,Telangana,4,5,44.5,2078.0,0.79,37,22.7,Low,2025-12-23 16:06:13
BEN02812,Ishaan Desai,6-12 years,92,Male,Andhra Pradesh,2,4,40.5,2070.0,0.94,4,36.1,Medium,2025-12-20 16:06:13
BEN02813,Muhammad Malhotra,13-18 years,202,Male,Odisha,2,5,44.0,1811.0,0.9,8,40.0,Medium,2025-12-31 16:06:13
BEN02814,Kiara Mehta,0-2 years,17,Female,Jammu and Kashmir,2,3,10.1,1290.0,0.42,22,91.5,High,2025-12-23 16:06:13
BEN02815,Sai Das,13-18 years,205,Male,Maharashtra,3,6,56.4,1582.0,0.77,26,34.8,Medium,2025-12-28 16:06:13
BEN02816,Prisha Sharma,6-12 years,133,Female,Maharashtra,3,4,41.7,1760.0,0.92,36,39.3,Medium,2025-12-12 16:06:13
BEN02817,Pihu Reddy,6-12 years,103,Female,Punjab,3,6,49.6,1748.0,0.84,35,29.9,Low,2025-12-19 16:06:13
BEN02818,Zoya Desai,13-18 years,194,Female,West Bengal,4,5,54.5,1533.0,0.93,42,24.9,Low,2026-01-02 16:06:13
BEN02819,Diya Reddy,6-12 years,125,Female,Punjab,4,4,50.0,2108.0,0.88,26,14.6,Low,2025-12-29 16:06:13
BEN02820,Saanvi Das,0-2 years,18,Female,Chhattisgarh,2,5,51.2,1532.0,0.79,11,30.5,Medium,2025-12-14 16:06:13
BEN02821,Arnav Kumar,0-2 years,12,Male,Kerala,3,6,51.1,1966.0,0.96,25,20.4,Low,2025-12-24 16:06:13
BEN02822,Diya Chopra,13-18 years,184,Female,Jharkhand,3,7,57.7,1769.0,0.98,38,26.4,Low,2025-12-30 16:06:13
BEN02823,Riya Khan,6-12 years,107,Female,Chhattisgarh,3,1,28.8,999.0,0.34,20,98.4,High,2025-12-27 16:06:13
BEN02824,Kabir Patel,13-18 years,193,Male,Bihar,2,3,12.5,1371.0,0.6,17,100.0,High,2025-12-09 16:06:13
BEN02825,Dhruv Nair,6-12 years,85,Male,Kerala,3,5,56.6,1957.0,0.79,34,22.8,Low,2025-12-23 16:06:13
BEN02826,Aditya Nair,0-2 years,19,Male,Chhattisgarh,3,7,37.9,1631.0,0.88,10,6.4,Low,2025-12-10 16:06:13
BEN02827,Shaurya Shah,3-5 years,51,Male,Uttar Pradesh,2,6,43.4,1673.0,0.77,23,30.8,Medium,2025-12-28 16:06:13
BEN02828,Myra Joshi,6-12 years,118,Female,Haryana,2,5,50.1,1799.0,0.79,0,25.1,Low,2025-12-31 16:06:13
BEN02829,Pari Desai,6-12 years,107,Female,Assam,3,7,59.1,1877.0,0.75,11,15.1,Low,2025-12-16 16:06:13
BEN02830,Angel Desai,3-5 years,47,Female,Maharashtra,1,2,26.4,842.0,0.4,0,100.0,High,2025-12-25 16:06:13
BEN02831,Saanvi Desai,6-12 years,126,Female,Tamil Nadu,3,6,50.5,1870.0,0.84,28,19.9,Low,2025-12-29 16:06:13
BEN02832,Kiara Sharma,6-12 years,114,Female,Karnataka,4,6,52.4,2031.0,0.97,37,11.5,Low,2025-12-11 16:06:13
BEN02833,Pari Sharma,13-18 years,188,Female,Jammu and Kashmir,3,4,48.2,1743.0,0.79,10,38.1,Medium,2025-12-12 16:06:13
BEN02834,Kiara Khan,6-12 years,115,Female,Assam,2,4,46.0,1984.0,0.99,9,39.7,Medium,2025-12-13 16:06:13
BEN02835,Dhruv Kumar,0-2 years,0,Male,Madhya Pradesh,3,4,46.1,1943.0,0.91,42,28.7,Low,2025-12-12 16:06:13
BEN02836,Krishna Shah,6-12 years,94,Male,Andhra Pradesh,2,7,45.2,2152.0,0.77,40,25.5,Low,2025-12-28 16:06:13
BEN02837,Dhruv Das,0-2 years,19,Male,Kerala,2,2,21.4,820.0,0.62,39,82.5,High,2025-12-15 16:06:13
BEN02838,Aryan Nair,0-2 years,20,Male,Bihar,2,1,13.0,965.0,0.32,13,95.1,High,2025-12-31 16:06:13
BEN02839,Reyansh Nair,0-2 years,22,Male,Karnataka,3,7,42.0,1562.0,0.88,26,15.4,Low,2025-12-12 16:06:13
BEN02840,Diya Kumar,6-12 years,123,Female,Rajasthan,3,4,35.7,1907.0,0.8,39,47.0,Medium,2025-12-15 16:06:13
BEN02841,Dhruv Reddy,3-5 years,42,Male,Kerala,3,7,44.2,2106.0,0.83,33,15.3,Low,2025-12-06 16:06:13
BEN02842,Aaradhya Sharma,13-18 years,197,Female,Odisha,4,4,38.8,1967.0,0.79,3,29.5,Low,2025-12-18 16:06:13
BEN02843,Shaurya Khan,3-5 years,45,Male,Bihar,3,6,43.5,1737.0,0.92,5,16.8,Low,2025-12-28 16:06:13
BEN02844,Ananya Patel,3-5 years,36,Female,Gujarat,3,6,47.4,1613.0,0.81,29,21.7,Low,2025-12-07 16:06:13
BEN02845,Ved Reddy,6-12 years,84,Male,Odisha,2,4,53.7,1800.0,0.82,16,41.0,Medium,2025-12-18 16:06:13
BEN02846,Zoya Verma,13-18 years,204,Female,Jammu and Kashmir,2,3,20.7,1227.0,0.55,9,92.0,High,2025-12-06 16:06:13
BEN02847,Ayaan Shah,0-2 years,3,Male,Karnataka,2,2,28.1,863.0,0.44,4,89.2,High,2025-12-26 16:06:13
BEN02848,Aadhya Desai,6-12 years,88,Female,Gujarat,2,7,52.5,1997.0,0.94,8,27.2,Low,2025-12-31 16:06:13
BEN02849,Ved Yadav,0-2 years,6,Male,Assam,3,6,59.7,1549.0,0.89,0,18.9,Low,2025-12-21 16:06:13
BEN02850,Reyansh Verma,3-5 years,58,Male,Jammu and Kashmir,2,5,41.4,1814.0,1.0,29,43.6,Medium,2025-12-23 16:06:13
BEN02851,Diya Shah,0-2 years,6,Female,NCT Delhi,2,2,18.1,855.0,0.63,28,90.9,High,2025-12-09 16:06:13
BEN02852,Prisha Gupta,3-5 years,36,Female,Andhra Pradesh,4,4,54.8,1593.0,0.83,23,10.6,Low,2025-12-17 16:06:13
BEN02853,Advaith Kumar,13-18 years,207,Male,Bihar,3,7,43.5,1692.0,0.8,18,29.5,Low,2025-12-16 16:06:13
BEN02854,Sara Khan,13-18 years,200,Female,Kerala,2,3,14.1,1063.0,0.48,9,100.0,High,2025-12-25 16:06:13
BEN02855,Riya Singh,3-5 years,57,Female,West Bengal,2,2,14.4,958.0,0.61,23,88.1,High,2025-12-26 16:06:13
BEN02856,Aditya Yadav,6-12 years,72,Male,NCT Delhi,3,5,42.9,1656.0,0.99,34,30.4,Medium,2025-12-06 16:06:13
BEN02857,Muhammad Rao,0-2 years,1,Male,Andhra Pradesh,2,5,51.4,2024.0,0.78,19,35.0,Medium,2025-12-29 16:06:13
BEN02858,Muhammad Chopra,6-12 years,110,Male,Punjab,3,6,58.3,2016.0,0.75,22,19.9,Low,2025-12-14 16:06:13
BEN02859,Ved Nair,6-12 years,117,Male,Karnataka,4,4,55.1,2161.0,0.81,0,15.1,Low,2025-12-17 16:06:13
BEN02860,Diya Iyer,0-2 years,23,Female,Bihar,2,1,21.9,1308.0,0.43,9,94.8,High,2025-12-11 16:06:13
BEN02861,Ayaan Nair,0-2 years,11,Male,NCT Delhi,3,4,45.6,1798.0,0.8,17,25.0,Low,2025-12-16 16:06:13
BEN02862,Diya Shah,3-5 years,39,Female,Madhya Pradesh,2,4,39.1,1737.0,0.83,7,54.3,Medium,2026-01-02 16:06:13
BEN02863,Dhruv Nair,0-2 years,7,Male,Andhra Pradesh,2,7,46.6,1575.0,0.75,43,24.2,Low,2025-12-14 16:06:13
BEN02864,Siya Nair,0-2 years,0,Female,West Bengal,3,5,36.7,2081.0,0.87,40,36.6,Medium,2025-12-20 16:06:13
BEN02865,Reyansh Desai,6-12 years,108,Male,Kerala,3,5,50.1,1508.0,0.85,30,29.5,Low,2025-12-18 16:06:13
BEN02866,Atharva Kumar,3-5 years,49,Male,West Bengal,3,6,40.9,1526.0,0.87,4,12.8,Low,2025-12-06 16:06:13
BEN02867,Sara Iyer,6-12 years,78,Female,Andhra Pradesh,3,5,42.4,1958.0,0.8,28,34.2,Medium,2025-12-22 16:06:13
BEN02868,Aryan Chopra,0-2 years,14,Male,Andhra Pradesh,2,2,25.5,943.0,0.58,40,87.2,High,2025-12-19 16:06:13
BEN02869,Zoya Patel,6-12 years,89,Female,Karnataka,3,6,57.8,1630.0,0.83,31,24.0,Low,2025-12-09 16:06:13
BEN02870,Myra Sharma,0-2 years,22,Female,NCT Delhi,3,6,51.7,2074.0,0.82,23,7.2,Low,2026-01-03 16:06:13
BEN02871,Atharva Shah,6-12 years,109,Male,Telangana,4,4,42.6,2189.0,0.96,17,16.0,Low,2025-12-24 16:06:13
BEN02872,Pranav Kumar,3-5 years,40,Male,Uttar Pradesh,1,3,23.1,1169.0,0.45,29,96.7,High,2025-12-24 16:06:13
BEN02873,Aditya Verma,3-5 years,38,Male,Andhra Pradesh,3,4,36.5,1898.0,0.91,1,38.6,Medium,2026-01-01 16:06:13
BEN02874,Arjun Mehta,6-12 years,125,Male,Karnataka,4,4,36.7,1657.0,0.98,43,33.7,Medium,2026-01-02 16:06:13
BEN02875,Arnav Singh,13-18 years,202,Male,Rajasthan,3,7,44.8,1658.0,0.92,12,22.6,Low,2025-12-16 16:06:13
BEN02876,Riya Chopra,3-5 years,58,Female,West Bengal,3,7,52.3,2096.0,0.78,22,24.9,Low,2025-12-16 16:06:13
BEN02877,Prisha Das,13-18 years,204,Female,West Bengal,3,7,42.5,1656.0,0.8,13,18.5,Low,2026-01-01 16:06:13
BEN02878,Pari Das,6-12 years,84,Female,NCT Delhi,2,2,10.9,1081.0,0.53,3,95.0,High,2025-12-21 16:06:13
BEN02879,Pranav Desai,6-12 years,118,Male,Gujarat,3,7,43.1,1931.0,0.87,30,16.0,Low,2025-12-05 16:06:13
BEN02880,Atharva Sharma,3-5 years,36,Male,Tamil Nadu,3,4,52.2,2073.0,0.91,34,25.1,Low,2025-12-10 16:06:13
BEN02881,Sara Khan,3-5 years,56,Female,Tamil Nadu,2,5,51.1,1790.0,0.98,8,42.0,Medium,2025-12-29 16:06:13
BEN02882,Aditi Chopra,6-12 years,101,Female,Odisha,2,4,42.5,2082.0,0.97,3,48.7,Medium,2025-12-11 16:06:13
BEN02883,Zoya Khan,3-5 years,47,Female,Gujarat,2,1,10.6,1182.0,0.41,3,91.4,High,2025-12-24 16:06:13
BEN02884,Arnav Joshi,6-12 years,108,Male,Jammu and Kashmir,3,5,45.5,2136.0,0.87,33,23.7,Low,2025-12-13 16:06:13
BEN02885,Pihu Iyer,6-12 years,126,Female,Telangana,3,6,40.8,1862.0,0.97,5,16.0,Low,2025-12-10 16:06:13
BEN02886,Aaradhya Chopra,0-2 years,13,Female,Madhya Pradesh,1,3,10.8,1049.0,0.37,42,97.9,High,2025-12-05 16:06:13
BEN02887,Aryan Malhotra,3-5 years,43,Male,Andhra Pradesh,3,2,20.2,933.0,0.51,32,89.2,High,2025-12-23 16:06:13
BEN02888,Aditya Joshi,0-2 years,0,Male,Tamil Nadu,1,2,22.6,1375.0,0.41,8,96.7,High,2025-12-24 16:06:13
BEN02889,Ishaan Yadav,3-5 years,43,Male,West Bengal,2,3,13.8,1122.0,0.47,39,97.5,High,2025-12-12 16:06:13
BEN02890,Arjun Iyer,0-2 years,21,Male,Telangana,3,7,58.9,1690.0,0.87,6,15.3,Low,2025-12-14 16:06:13
BEN02891,Atharva Kumar,3-5 years,39,Male,West Bengal,1,2,21.9,805.0,0.33,38,100.0,High,2025-12-16 16:06:13
BEN02892,Aryan Das,6-12 years,77,Male,Haryana,3,6,37.6,1992.0,0.89,20,23.4,Low,2025-12-29 16:06:13
BEN02893,Arjun Pandey,3-5 years,38,Male,Maharashtra,4,6,41.1,1923.0,0.81,24,10.2,Low,2025-12-07 16:06:13
BEN02894,Ved Iyer,13-18 years,173,Male,Uttar Pradesh,3,7,49.6,2046.0,0.81,15,19.9,Low,2025-12-21 16:06:13
BEN02895,Dhruv Chopra,6-12 years,72,Male,Chhattisgarh,3,7,58.4,1942.0,0.94,1,13.7,Low,2025-12-14 16:06:13
BEN02896,Pranav Verma,3-5 years,41,Male,Gujarat,2,6,58.0,1598.0,0.93,17,35.0,Medium,2025-12-14 16:06:13
BEN02897,Pari Malhotra,6-12 years,133,Female,Haryana,3,6,39.6,1880.0,0.86,3,37.2,Medium,2025-12-23 16:06:13
BEN02898,Ishaan Kumar,0-2 years,18,Male,Gujarat,4,6,55.2,1703.0,0.96,0,3.1,Low,2026-01-01 16:06:13
BEN02899,Riya Sharma,6-12 years,75,Female,Gujarat,3,3,26.8,863.0,0.44,35,84.3,High,2025-12-25 16:06:13
BEN02900,Anika Pandey,3-5 years,50,Female,Andhra Pradesh,3,4,38.5,2069.0,0.91,4,39.7,Medium,2025-12-16 16:06:13
BEN02901,Advaith Yadav,0-2 years,23,Male,Telangana,3,2,22.2,977.0,0.53,34,71.6,High,2025-12-15 16:06:13
BEN02902,Saanvi Kumar,0-2 years,16,Female,Jharkhand,3,3,28.3,1099.0,0.47,41,68.3,High,2025-12-21 16:06:13
BEN02903,Aditi Yadav,13-18 years,177,Female,Chhattisgarh,3,5,42.2,1570.0,0.82,44,31.5,Medium,2025-12-26 16:06:13
BEN02904,Sai Das,0-2 years,12,Male,Uttar Pradesh,3,2,24.3,1124.0,0.52,27,77.5,High,2025-12-18 16:06:13
BEN02905,Atharva Pandey,3-5 years,41,Male,NCT Delhi,3,6,57.2,1860.0,0.81,39,28.2,Low,2025-12-16 16:06:13
BEN02906,Aarav Verma,0-2 years,15,Male,Tamil Nadu,3,2,25.5,1298.0,0.57,31,71.5,High,2025-12-10 16:06:13
BEN02907,Vivaan Iyer,3-5 years,48,Male,Madhya Pradesh,4,5,50.2,2107.0,0.93,8,11.4,Low,2025-12-22 16:06:13
BEN02908,Angel Rao,3-5 years,39,Female,Uttar Pradesh,3,7,55.2,1784.0,0.92,28,8.1,Low,2026-01-02 16:06:13
BEN02909,Vivaan Reddy,3-5 years,45,Male,Kerala,1,3,24.8,963.0,0.47,43,100.0,High,2025-12-16 16:06:13
BEN02910,Syed Patel,13-18 years,203,Male,Telangana,3,6,53.3,1828.0,0.93,9,23.0,Low,2025-12-27 16:06:13
BEN02911,Kabir Kumar,0-2 years,24,Male,Jharkhand,2,4,49.3,1930.0,0.89,12,45.9,Medium,2025-12-15 16:06:13
BEN02912,Vivaan Chopra,6-12 years,114,Male,Karnataka,3,6,54.6,2075.0,0.89,42,25.7,Low,2026-01-03 16:06:13
BEN02913,Avni Kumar,3-5 years,51,Female,Kerala,2,2,28.0,1358.0,0.59,4,80.7,High,2025-12-12 16:06:13
BEN02914,Arjun Verma,3-5 years,48,Male,Rajasthan,4,7,44.9,1852.0,0.76,19,9.0,Low,2026-01-01 16:06:13
BEN02915,Krishna Iyer,3-5 years,50,Male,Andhra Pradesh,2,3,15.4,855.0,0.38,34,100.0,High,2025-12-31 16:06:13
BEN02916,Krishna Kumar,13-18 years,196,Male,Telangana,4,7,35.8,2123.0,0.86,43,13.9,Low,2025-12-23 16:06:13
BEN02917,Angel Das,6-12 years,76,Female,Bihar,3,6,40.4,1739.0,0.95,2,8.2,Low,2025-12-17 16:06:13
BEN02918,Aryan Kumar,0-2 years,20,Male,Chhattisgarh,3,5,37.4,1982.0,0.76,17,34.3,Medium,2025-12-31 16:06:13
BEN02919,Pranav Rao,0-2 years,20,Male,Chhattisgarh,1,1,24.1,1357.0,0.63,42,100.0,High,2025-12-19 16:06:13
BEN02920,Myra Joshi,6-12 years,114,Female,Haryana,4,7,50.2,1926.0,1.0,24,13.7,Low,2025-12-25 16:06:13
BEN02921,Diya Patel,13-18 years,172,Female,West Bengal,3,5,39.3,2100.0,0.89,39,39.7,Medium,2025-12-17 16:06:13
BEN02922,Anika Khan,3-5 years,57,Female,Jammu and Kashmir,3,7,58.3,1657.0,0.89,5,11.0,Low,2025-12-21 16:06:13
BEN02923,Pihu Patel,3-5 years,37,Female,NCT Delhi,3,4,52.1,2138.0,0.87,2,27.9,Low,2025-12-08 16:06:13
BEN02924,Aryan Nair,0-2 years,12,Male,Madhya Pradesh,4,4,59.8,2003.0,0.88,43,21.3,Low,2025-12-27 16:06:13
BEN02925,Prisha Singh,6-12 years,121,Female,Andhra Pradesh,2,7,36.0,1599.0,0.76,35,59.2,Medium,2025-12-16 16:06:13
BEN02926,Ananya Singh,3-5 years,38,Female,Madhya Pradesh,2,4,46.8,1736.0,0.99,19,48.0,Medium,2025-12-05 16:06:13
BEN02927,Kabir Gupta,6-12 years,125,Male,Chhattisgarh,3,6,42.0,2171.0,0.77,40,26.1,Low,2025-12-26 16:06:13
BEN02928,Muhammad Pandey,3-5 years,48,Male,Uttar Pradesh,3,5,57.9,1880.0,0.82,28,27.0,Low,2025-12-07 16:06:13
BEN02929,Angel Chopra,0-2 years,8,Female,Punjab,2,3,25.5,1108.0,0.43,5,85.7,High,2025-12-26 16:06:13
BEN02930,Dhruv Verma,6-12 years,96,Male,NCT Delhi,3,4,53.3,1666.0,0.78,29,33.6,Medium,2025-12-28 16:06:13
BEN02931,Zoya Pandey,6-12 years,126,Female,Jammu and Kashmir,2,1,24.7,1182.0,0.43,11,100.0,High,2025-12-24 16:06:13
BEN02932,Aaradhya Gupta,3-5 years,56,Female,Rajasthan,3,7,36.8,1978.0,0.84,24,30.0,Medium,2025-12-08 16:06:13
BEN02933,Diya Desai,6-12 years,97,Female,Haryana,1,1,19.1,1133.0,0.67,22,96.3,High,2025-12-23 16:06:13
BEN02934,Dhruv Das,6-12 years,130,Male,Karnataka,3,6,38.5,1666.0,0.98,23,41.1,Medium,2025-12-15 16:06:13
BEN02935,Reyansh Das,13-18 years,211,Male,Chhattisgarh,3,5,51.2,1788.0,0.79,12,24.0,Low,2025-12-11 16:06:13
BEN02936,Avni Reddy,6-12 years,111,Female,Karnataka,4,4,53.0,1952.0,0.78,22,17.4,Low,2025-12-30 16:06:13
BEN02937,Sara Chopra,0-2 years,22,Female,Rajasthan,2,2,21.0,1385.0,0.55,8,81.0,High,2025-12-28 16:06:13
BEN02938,Diya Chopra,13-18 years,175,Female,Gujarat,3,1,25.3,1109.0,0.56,25,78.6,High,2025-12-06 16:06:13
BEN02939,Krishna Desai,6-12 years,75,Male,Telangana,3,5,58.2,2194.0,0.91,31,27.2,Low,2025-12-22 16:06:13
BEN02940,Arjun Shah,13-18 years,169,Male,Punjab,4,4,40.2,1729.0,0.85,32,34.7,Medium,2025-12-20 16:06:13
BEN02941,Sai Kumar,0-2 years,13,Male,Madhya Pradesh,2,2,19.7,1099.0,0.55,27,83.7,High,2025-12-20 16:06:13
BEN02942,Anika Gupta,3-5 years,44,Female,Karnataka,4,7,56.2,1919.0,0.98,21,0.3,Low,2026-01-01 16:06:13
BEN02943,Sara Verma,0-2 years,7,Female,Kerala,1,1,21.1,1191.0,0.5,17,92.2,High,2025-12-08 16:06:13
BEN02944,Riya Joshi,6-12 years,104,Female,Uttar Pradesh,4,5,36.5,1651.0,0.77,4,21.4,Low,2026-01-03 16:06:13
BEN02945,Ayaan Yadav,6-12 years,106,Male,Madhya Pradesh,2,6,50.5,2087.0,0.87,13,38.6,Medium,2025-12-09 16:06:13
BEN02946,Vivaan Gupta,3-5 years,38,Male,Maharashtra,4,5,49.6,1623.0,0.84,7,9.6,Low,2025-12-06 16:06:13
BEN02947,Anika Desai,6-12 years,101,Female,Bihar,3,6,37.4,1569.0,0.82,18,31.9,Medium,2025-12-13 16:06:13
BEN02948,Aadhya Das,6-12 years,120,Female,Chhattisgarh,4,6,36.9,1583.0,0.98,10,23.1,Low,2025-12-15 16:06:13
BEN02949,Angel Iyer,3-5 years,36,Female,Rajasthan,2,4,42.8,1770.0,0.85,6,45.8,Medium,2026-01-02 16:06:13
BEN02950,Riya Verma,3-5 years,53,Female,Jharkhand,3,4,50.3,1872.0,0.79,24,32.5,Medium,2025-12-18 16:06:13
BEN02951,Kiara Mehta,3-5 years,46,Female,Jharkhand,3,4,43.5,1621.0,0.83,21,34.0,Medium,2025-12-10 16:06:13
